system,lattice_a,lattice_b,lattice_c,lattice_an1,lattice_an1,lattice_an1
1,9.410033997763925,9.410033997763925,9.410033997763925,90,90,90
3,4.475690286350479,4.475690286350479,3.1164445731789003,90,90,90
