wi,Ai,mu_i,gamma_i,sigma_i,fwhm,Rwp: 5.875636,Rp: 2.948257 ,Rsquare: 2.584209 
498.5835565046855,0.4460400943780513,38.42096475526619,2.916827607431865,0.09773398682807714,0.20888400000003282
