code,H,K,L,Mult,wi,Ai,mu_i,intensity,gamma_i,sigma_i,a=3.313477,b=3.313477,c=3.313477,lattice_an1=90.000000,lattice_an2=90.000000,lattice_an3=90.000000
1,1,1,0,12,498.5835565046855,0.4460400943780513,38.42096475526619,376.7238541124756,2.916827607431865,0.09773398682807714
