wi,Ai,mu_i,gamma_i,sigma_i,fwhm,Rwp: 6.286672,Rp: 3.199675 ,Rsquare: 4.266530 
411.52635436717856,0.5869811060368308,38.33606199183768,2.928749109449171,0.07306502513602746,0.1825200000000287
