code,H,K,L,Mult,wi,Ai,mu_i,intensity,gamma_i,sigma_i,a=3.320538,b=3.320538,c=3.320538,lattice_an1=90.000000,lattice_an2=90.000000,lattice_an3=90.000000
1,1,1,0,12,411.52635436717856,0.5869811060368308,38.33606199183768,277.1087145034987,2.928749109449171,0.07306502513602746
